tweet,hashtags
"When it s an international ceremony and all the world is watching.

When you need lebanon to be shining and...  http://fb.me/8WvQtN8rR ",[]
 http://fb.me/58uIWoIx7 ,[]
 http://fb.me/6mvyhQQi1 ,[]
 http://fb.me/3h4WqpE7U ,[]
 http://fb.me/5OUftYsTi ,[]
رمضان اهم بكتير من عدم تناول الطعام و رمضان كل السنة مش شهر رمضان_اخلاق_مش_دايت,[]
اعلان زين رمضان 2017  http://fb.me/1qcY9GXJt ,[]
 http://fb.me/6f7VEPklk ,[]
 http://fb.me/6NfReHxGw ,[]
 http://fb.me/71PVvTwtQ ,[]
 http://fb.me/61yycdsY7 ,[]
 http://fb.me/8QOFYcxIS ,[]
بكون وهاب عنده شي ملف مش عّم يمشي بالاتصالات متل العادة ببلش يشتم، تعودنا عليه #الإنترنت_مليارات_مش_عضمة,['#الإنترنت_مليارات_مش_عضمة']
 http://fb.me/1kIzU4HmQ ,[]
 http://fb.me/8kpGlL09z ,[]
 http://fb.me/1jM7APU8H ,[]
كل الاحترام @دوللي غانم. انتقدت الMTV على شاشة الMTV #الاعلام_المحترف,['#الاعلام_المحترف']
 http://fb.me/8cUSvAx8C ,[]
اهم أسباب الفوز.  http://fb.me/4MD3fcsyC ,[]
"مبروك بأوجه متعددة للزعيم الأخضر .
مبروك لكسر رقم النحس ١٣.
مبروك لإنقاذ شكل الكرة اللبنانية بعد مأساة الدوري....  http://fb.me/IFzc27eZ ",[]
يا ريت الكل بيسمع و بيفهم بس بشك.  http://fb.me/1Usn0vjft ,[]
السبب الاول في انهيار الرياضة هو الجمهور. الأندية على وشك الافلاس بسبب غباء جمهورها#الجمهور_الغبي_الجاهل,[]
من يومين كان الكلاسيكو و اسم بيروت بكتير من وسائل الاعلام العالمية .مبارح عاش لبنان الفينيكس ٢ ، حدث عاشه مئات...  http://fb.me/1nW8f3VQA ,[]
الشباب فهمانين اللعبة غلط بدنا إنترنت أسرع مش أرخص #انترنت_السلاحف,['#انترنت_السلاحف']
"اتمنى ان تكون مباراة#كلاسيكو_الاساطير امس درسا لمن يدير لعبة كرة القدم في لبنان .

مجموعة من الشباب فكروا ، خططوا...  http://fb.me/wYH1BsHj ",[]
 http://fb.me/EaMYP2Hz ,[]
 http://fb.me/7yw7wRgZ6 ,[]
اصلا مطالب اصحاب الشاحنات مطالب زعرنة و تشريع السرقة و تكريس المافيا لو في دولة كانوا كلن بالحبس#مافيا_الشاحنات,[]
كل ما يختلف اهل السياسة بتتحرك مطالب العمال و بتنقطع الطرقات. حتى العمال المساكين صاروا مجرد اداة 😡😡😡#عبيد_السياسة,['#عبيد_السياسة']
عندو القدرة اللبناني يقرفك حتى من مباراة كلاسيكو اسبانيا. و الله لو الهبل بيوجع كان نص لبنان ما بنام من الوجع#الشعب_السخيف,[]
اجمل كلاسيكو منذ سنوات و لن نشاهد مثله لعدة سنوات #كلاسيكو_العمر,['#كلاسيكو_العمر']
بغض النظر عن  هوية الفائز ،اجمل شوط كلاسيكو منذ زمن طويل#كلاسيكو_القمة,[]
بظل التقسيم الطائفي العشائري للبلد و تحول المجلس النيابي الى خدماتي لا تشريعي كوّن التشريع بيد الزعماء و المجلس...  http://fb.me/6w9Y3C3e6 ,[]
في موقع 365 لم يفهموا ان مباراة لا تقام و لا يحسم امرها فظهر عندهم ان النجمة خاض ٢٣ مباراة #بهدلة_دولية  http://fb.me/6wORXZoTi ,['#بهدلة_دولية']
 http://fb.me/24Zgrudwj ,[]
ضعف الاتحاد و افتقاده للرجولة تضعنا امام حل وحيد ، إلغاء هذا الموسم ، خوض الموسم المقبل باربعة عشر فريقاً استقالة...  http://fb.me/7MM3YfY9z ,[]
 http://fb.me/71atFHvFr ,[]
مباراة رائعة فنيا و نهائي مبكّر أفسدها الحكم و جعلها جحيما رؤوف خليف#الرحمة_بي_ان_سبورتس,[]
مارسيلو نصف فريق ريال مدريد#مارسيلو_الرائع,[]
لا افهم قناة عالمية  مثل بي ان سبورت  لا تستطيع ان تجد معلقين و لو بمستوى متوسط #آفة_التعليق_العربي,['#آفة_التعليق_العربي']
النجمة انسحب من  مباراة العهد بشكل غير محسوب لمطالبته اللعب على ملعبه علما ان النجمة كان اول الرافضين لاقتراحي...  http://fb.me/8TsSrLjwx ,[]
رجعت المافيات تتحكم بتاكسيات المطار بعد مرحلة من التنظيم ما طولت #بلد_المافيات,['#بلد_المافيات']
بدون تعليق.  http://fb.me/XBSMNZCJ ,[]
 http://fb.me/23IGuQlj1 ,[]
الحرب السورية بنظرة واقعية.  http://fb.me/5P5xpVWII ,[]
احلى مثل بالفوتبول يللي بقول ما وصلت فرحتن لقرعتن#قرعة_برشلونة,[]
نحن الشعوب الوحيدة التي تحول جرائم الانسانية الى وجهة نظر#الجهل_العربي,[]
 http://fb.me/OAPuiVRk ,[]
 http://fb.me/6YaD7EyqO ,[]
 http://fb.me/5acNEnIz1 ,[]
 http://fb.me/5ZQcAQ2DY ,[]
Allah yestor  http://fb.me/1hMuqPERl ,[]
 http://fb.me/1kHxLFGAc ,[]
شعوب تحترم الانسان مقابل شعوب عربية دمها رخيص و شعارها الحقد.  http://fb.me/2TFKyMBKs ,[]
كل الدعم لمنتخبنا الوطني .  http://fb.me/23h5tWLD2 ,[]
يا صديقي انا بلشت بنفسي و هيدا اكيد مش شعب لانه الشعب وصلنا لهون و الفساد ببلش من الشعب مش من المسؤولين,[]
بسً بعتذر ما فهمت عن اي وظيفة بتقصد؟ انا عندي شغلي الخاص من عام ٩٩ و مش موظف عند حدا ممكن تقصد حدا غيري.,[]
في تحرك مطالبي بيرفض التفاوض لتحقيق مطالبه؟شكلكن نزلتوا الْيَوْمَ و بتحددوا مطالبكم بكرا🙈🙈🙈😱😱😱#هيدا_مش_شعب,['#هيدا_مش_شعب']
هلأ مظاهرة ما فيها كم رجال يربوا هالزعران  بدهن يقنعونا انن رح ينالوامطالب الشعب؟  الثورات بدها رجال#الثورات_بدها_رجال,[]
حيزعل مني كتير ناس ما بشوفوا ابعد من منخارهن بس سعد الحريري فرصة و لازم يستفيد الشعب منها#هيدا_مش_شعب,[]
انتصار المظاهرة وقت رئيس الحكومة يحكي مع المتظاهرين و يعترف بمطالبهم و يطلب منهم تشكيل لجنة.بس واضح البعض هدفه مش المطالَب !!!#هيدا_مش_شعب,['#هيدا_مش_شعب']
"الحمدلله صار عنا خيارات.
نصف الشعب غنم و النصف التاني بهائم#هيدا_مش_بلد",[]
"غريب كيف عنا القدرة نحول مظاهرة محقة بمطالبها لكتلة حقد موجه.
بنستاهل كل يللي عّم بصير فينا#هيدا_مش_بلد",[]
 http://fb.me/8gg8WN1UT ,[]
"عطفا على اجتماع اتحاد كرة القدم اللبناني مع الأندية المعترضة: العودة الى مقالي السابق، خاصة مقطع الاصبع الصغير.
I rest my case.",[]
"Launching the best app in qatar , the mybook doha bank app with the best partners in doha bank.
Thank you for the...  http://fb.me/5BhJZZR07 ",[]
"قرروا ان يتحركوا بعد خراب مالطة.
سنوات و سنوات أحذرهم و أتمنى عليهم ان نتوحد لإعادة كرة القدم الى السكة الصحيحة....  http://fb.me/135ny0KCB ",[]
 http://fb.me/JMyXOY4Y ,[]
 http://fb.me/3pOUDB46X ,[]
برسم بعض الجاهلين  يللي علقوا على بوست مبارح ....  http://fb.me/1WQ9mayrW ,[]
هؤلاء حماة القانون الذين يعتبرون ان القانون و صرمايتهم سوا #قوى _الامن_فوق_القانون  http://fb.me/6eQ88EqEX ,['#قوى']
 http://fb.me/11kRnz5CO ,[]
 http://fb.me/85epBpzd9 ,[]
 http://fb.me/1ROv5J4OF ,[]
 http://fb.me/1aDwNfFIg ,[]
و اخيراً...كرباج لكل واحد بلا فهم فلتان على الطريق.  http://fb.me/7QZB7ORq9 ,[]
#كركلا خيبة أمل و صدمة.,['#كركلا']
مهرجانات بيروت الثقافية  ٢٠١٧ على نار حامية💥💥💥💥💥💥,[]
 http://fb.me/1TJhly8GC ,[]
ضيف عزيز كتير بمكاتبنا...الرائع جورج خباز  http://fb.me/6CB17m8uE ,[]
عرض اسطوري في نهائي السوبر بول في اميركا.  http://fb.me/8x9uZT2yD ,[]
و بيبقى لبنان بلد العجايب!!!!...  http://fb.me/8n9J34dIF ,[]
خصخصة الرياضة اللبنانية: سبيل الارتقاء - أحمد محيي الدين  http://fb.me/8onILOoyj ,[]
"في انتحاري مع حزام ناسف كان بالكوستا.
و في مجموعة من الأبطال بالقوات الأمنية خاطروا بحياتهم ليحموا المواطنين.فيكم...  http://fb.me/3fjk0SotH ",[]
ضروري الأمن العام يشدد الرقابة على البرامج مش بس  لضبط المشاهد الجنسية، بعض الضيوف بخلونا نحس بالاغتصاب مش بس بالجنس.,[]
 http://fb.me/8Rymv0UQ9 ,[]
#هوا_الحرية  مش مقبول انه نفس البرنامج يللي عمل موضوع ميشو يستضيف مريام كلينك#جو_معلوف,['#هوا_الحرية']
I posted a new photo to Facebook  http://fb.me/7LRZqhLZl ,[]
 http://fb.me/1IUXwFCNE ,[]
"طائرة لـ""الميدل إيست"" كادت أن تسقط أمس؟!  http://fb.me/1XRfhwso7 ",[]
It will never be the same.  http://fb.me/2I33ARDgr ,[]
 http://fb.me/2BS7MrYFR ,[]
 http://fb.me/1124ptkNT ,[]
بيوت للفيران في السويد!! نحنا ما عنا بيوت للبشر بالدول العربية و بالاخر بنقول عنهم امبرياليين و صهيونيين و كفرة و...  http://fb.me/1SOne7IaE ,[]
Nuts The Movie: Lebanese Cinema off to an Encouraging Start in 2017 | Blog Baladi  http://fb.me/5tS2eHnCS ,[]
امام حسن مغنية خيار من اثنين، العمل جاهدا جدا لخسارة ١٠ كيلوهات أو خسارة مركزه.,[]
مالك حسون اثبت مع الساحل انه مدرب تكتيكي و نفسي جيد . و المستقبل أمامه ليكون مع فرق  منافسة.,[]
"اعجبني بلال نجدي من الانصار الْيَوْمَ مع بعض الهدوء اكثر.
اجانب الانصار سيكون لهم شأن في المرحلة المقبلة و تعويض...  http://fb.me/1OaLarCfl ",[]
بعض لاعبي الانصار تعاطوا بغرور مع المباراة الْيَوْمَ  و كادوا  ان يدفعوا الثمن غاليا.الالقاب بحاجة لتواضع.,[]
 http://fb.me/5vnUp3HiN ,[]
Still can't believe it. There is a minimum of respect😡😡  http://fb.me/5oB6T9fmn ,[]
خبر كتير بشع و رخيص ، بتمنى ال MTV يغيروا صياغته فورا.  http://fb.me/2BXcstkS7 ,[]
في حدود لحرية الاعلام تقف عند مشاعر و خصوصية عائلة منكوبة.بداية قاسية جدا للعام ٢٠١٧.,[]
بحضور ٦٥ اعلامي رياضيو تفويض مكتوب من ٤٠ معظمهم من خارج لبنان و بحضور نقيب الصحافة اللبنانية عوني الكعكي و نائب...  http://fb.me/1LYTARJl3 ,[]
لا افهم سبب حملة بعض جمهور @الانصار على احتراف @ربيع عطايا في ايران .هدف اي لاعب الاحتراف بعيدا عن نفق لبنان المظلم و تأمين مستقبله.,[]
لا يمكن حل أزمة السير في لبنان .المشكلة في كثرة السيارات قياسا على سعة الطرقات و قلة اخلاق السائقين قياسا الى ضيق الطرقات.,[]
لا استغرب ظهور سعد الحريري بهذه الشخصية القريبة الى القلب فأنا أعرفه ، و لكني استغرب ظهور الجديد بهذا الفشل...  http://fb.me/12kej72r3 ,[]
بسحر ساحر،رئيس جمهورية و حكومة و بيان وزاري و جلسة مناقشة بأقل من شهرين!!دافيد كوبرفيلد ما عملها😂😂😂,[]
I posted a new photo to Facebook  http://fb.me/7Zg2lRQBw ,[]
I posted a new photo to Facebook  http://fb.me/8gvAPqLoe ,[]
بيار كخيا يفاجئ قوى الامر الواقع السياسية و يجتاح انتخابات كرة السلة اللبنانية مع معظم أعضاء لائحته#بصيص_امل,[]
أصبحنا شعوبا ترقص على زوال مدنها و إبادة شعوبها و هدم حضاراتها ...أصبحنا  شعوبا ترقص على أنغام الموت و آلات القتل...  http://fb.me/8ebtRKRCE ,[]
هيك عبروا عن وطنيتهم بتركيا و عنا بنهين الوطن و العلم و الاْرزة #هيدا_مش_بلد  http://fb.me/1osbo7wlx ,['#هيدا_مش_بلد']
 http://fb.me/63kxXyL9T ,[]
 http://fb.me/5SGnn3pAW ,[]
لا اصدق المعلومات التي تتحدث عن استقالة رئيس النادي #الرياضي_بيروت  @هشام _جارودي و لا أستطيع ان اتخيل النادي...  http://fb.me/ZbSKKCH8 ,['#الرياضي_بيروت']
أسبوع مثالي لثلاثة أندية كروية. #الانصار في لبنان مع تصدره مرحلة الذهاب، #ريال_مدريد في اسبانيا الذي نجح بالحفاظ...  http://fb.me/3fXjiGu8z ,"['#الانصار', '#ريال_مدريد']"
مبارح فتحت قناة ال MTV  حرب على الشركة  المالكة لحقوق كرة السلة اللبنانية بسبب الأعطال التقنية يللي صارت خلال...  http://fb.me/8jnsbsTIi ,[]
I posted a new photo to Facebook  http://fb.me/1207rYUcl ,[]
"لا نقل تلفزيوني  لمباريات كرة  السلة اللبنانية الْيَوْمَ . الأسباب تعرفونها مساء.
#كرة_السلة_اللبنانية",['#كرة_السلة_اللبنانية']
 http://fb.me/8c33sNLpt ,[]
 http://fb.me/2Vz9CJJTD ,[]
 http://fb.me/113KybSJu ,[]
 http://fb.me/1Ja4hyUwX ,[]
ما شهدته انتخابات اتحاد الطاولة اللبناني الْيَوْمَ و القرار السياسي بإزاحة النادي الرياضي العريق من اللجنة...  http://fb.me/ICpv7lkY ,[]
ما يحدث في انتخابات السلة اللبنانية معيب، تغييب كامل لأي مشروع أو تاريخ المرشحين للرئاسة ، معركة سياسية بامتياز و...  http://fb.me/1zeMDAyFC ,[]
هالحقن الدائم بين جماهير الأندية الكروية اللبنانية بمشاركة بعض اللاعبين و الإداريين و الضعف الواضح من اتحاد الكرة...  http://fb.me/15dbxrYJI ,[]
عندما تهاجم بضراوة يجب ان تدافع بتركيز و ذكاء . #الانصار بدون دفاع لن يحرز البطولة.,['#الانصار']
 http://fb.me/7RoPfAB6b ,[]
 http://fb.me/1qkxBeuBL ,[]
هالموسم #برشلونة فريق يملك الكثير الكثير من الحظ و مساعدة الحكام و القليل من كرة برشلونة الساحرة,['#برشلونة']
"يا عباقرة...المبسوط انه أراضي فلسطين عّم تحترق بكون عّم يعترف انها اسرائيل.
#فلسطين_تحترق",['#فلسطين_تحترق']
نصيحة صغيرة ل #بلدية_بيروت، مشهد ملعب بيروت البلدي الْيَوْمَ لساعتين بالنقل المباشر تسبب بضرر معنوي بدكن سنة لتعودوا.نصيحة، مش ناقصين.,['#بلدية_بيروت']
لنزيد الطين بلة ،مراقب مباراة الحكمة و الشبيبة بالدرجة التانية ضرب حكم التماس😱😱😱😱ايمتى بقرر الاتحاد يستقيل؟ وقت...  http://fb.me/13DLzdQpS ,[]
"ضعف اتحاد الكرة اللبناني يشجع الأندية على التمرد و يهدد بانفجار اللعبة.
#هيدا_مش_فوتبول",['#هيدا_مش_فوتبول']
I posted a new photo to Facebook  http://fb.me/5IBX5eBHi ,[]
#الانصار عنده اهم فرصة من سنين يحرز البطولة ، المهم ينسى الاتحاد و التحكيم و يركز على الملعب. هو الأفضل فنيا اذا...  http://fb.me/5TTiKsNGf ,['#الانصار']
بعض الاعلاميين الرياضيين كذبوا الكذبة و بلشوا يصدقوها و صاروا يعتبروا انه الحكام عّم يساعدوا الانصار.بتحداكن...  http://fb.me/8ftcDqwig ,[]
"شكلنا مشً حنشوف حكومة لا قبل و لا بعد الاستقلال و حكومة تصريف الاعمال ستنظم الانتخابات وفق قانون الستين.
#هيدا_مش_بلد",['#هيدا_مش_بلد']
"أين دور الأحزاب في حماية كرة القدم من الانهيار؟ أو انها تظهر عند توزيع المناصب و تختفي!!!
#هيدا_مش_بلد",['#هيدا_مش_بلد']
"وئام وهاب يطلق جيشه اليوم ، من الجاهلية ... و الى الجاهلية نعود.
#هيدا_مش_بلد",['#هيدا_مش_بلد']
I posted a new photo to Facebook  http://fb.me/4tRE3JI9m ,[]
الأسلوب الميليشياوي الجديد للفساد داخل الدولة  http://fb.me/4fsGaIIU4 ,[]
"كل ما زادت الأزمة بنلاقي بعض سائقي العمومي بالشارع مع مطالب بتضحك. عّم يطالبوا بإعادة الميكانيك للدولة😂😂😂😂
#بدنا_نسرق.",['#بدنا_نسرق']
 http://fb.me/84a2BSCPa ,[]
"And now officially grabbing pussies is legal.
#trump_president",['#trump_president']
"The end of what s called the greatest nation in the world .
#trump_president",['#trump_president']
"The official opening of the United States circus.
#trump_president",['#trump_president']
I posted a new photo to Facebook  http://fb.me/3eo4dpsVs ,[]
فرحتنا بالصدارة كبيرة لكن المشوار طويل و فريق البطولة هو الفريق الذي يملك دفاع قوي . إيجاد قلب دفاع اجنبي اولوية...  http://fb.me/56HzKNvNm ,[]
احلى حل للرئيس الحريري يشتغل على اساس #لكل_مواطن_وزارة و يرتاح من النق.,['#لكل_مواطن_وزارة']
#انتفاضة_التضامن_صور يجب ان تتحول الى ثورة شاملة لإنقاذ #كرة _القدم_اللبنانية و بداية عهد جديد خال من الفساد.,"['#انتفاضة_التضامن_صور', '#كرة']"
I posted a new photo to Facebook  http://fb.me/1G5enKx4e ,[]
لأنهي الحديث،سأراقب موقف الاعلام_الرياضي من ما ارتكب بحق #التضامن_صور في مباراته مع الصفاء الْيَوْمَ . لنرى ان...  http://fb.me/5tPNNnHCx ,['#التضامن_صور']
بهذه الطريقة لن تقوم قيامة #كرة_القدم _اللبنانية لا الْيَوْمَ و لا أبدا . لا يستاهل @رضا_عنتر هذا الحقد و الإجحاف بحقه,['#كرة_القدم']
واضح ان بعض أعضاء #اتحاد_كرة_القدم كانوا بحاجة لحكام ينفذون قراراتهم مهما كان إجرامها فأعادوا رضوان غندور الى التحكيم,['#اتحاد_كرة_القدم']
بخمس ثوان قدم الحكم رضوان غندور الاثبات على صحة قرارنا هجر كرة القدم باختراع ضربة جزاء سرقت نقطة المباراة من #التضامن_صور,['#التضامن_صور']
حريق_الفنار#  http://fb.me/2NyjUeJwc ,[]
Great event #beirut_accelerate_2016. This is beirut and this is what we need .,['#beirut_accelerate_2016']
I posted a new photo to Facebook  http://fb.me/5L5xXj0Mb ,[]
#عون_رئيس. لعبنا ٣ ساعات و خلصنا و لازم نحكي جد، و بغض النظر عن كل المواقف السابقة، تركيبة عون ، بري ، حريري و...  http://fb.me/6tB75b770 ,['#عون_رئيس']
#عون_رئيس. اذا انتخاب رئيس متفقين عليه احتاج لاربع دورات!! تشكيل الحكومة حياخد اربع سنين😭😭😭😭😭,['#عون_رئيس']
خطاب القسم تضمن ابعاد لبنان عن الصراعات الخارجية احترام مقررات الجامعة العربية !!! مشروع مشكلة مع حزب الله؟؟#عون_رئيس,['#عون_رئيس']
#نواب_الامة. اعلى حضور تلفزيوني جلسة الْيَوْمَ!!! بس صنفوا البرنامج ضمن البرامج الكوميدية أكلوا الضرب عادل و هشام😂😂😂😂😂,['#نواب_الامة']
ذكروني نوابنا الناضجين بآخر يوم من المدرسة#نواب_الامة,[]
أطول ساعة في ٨٢ سنة من عمر ميشال عون و تستمر الجلسة#نواب_الامة.,[]
لا ابالغ انني لم اعرف اكثر من عشرة نواب!!! و اعتقد ان بعض زملاءهم لم يعرفوهم !!! الا وقت قبض المعاش!!! #نواب_الغفلة,['#نواب_الغفلة']
البعض يصفه بالاثنين الأسود . و البعض الاخر بحلم لبنان ...أقول فلنعطهم فرصة و نحكم بعدها#رئيس_لبنان,[]
I posted a new photo to Facebook  http://fb.me/8wJncqJdI ,[]
تحية لجمهوري #الانصار و #النجمة على جهودهما...قريبا لن يبقى للفريقين سوى ملعب الشبيبة لاحتضان مباريات الفريقين#الجمهور_الجاهل,"['#الانصار', '#النجمة']"
"رشح ١٤ اذار سمير جعجع فثارث ثائرة ٨ اذار.
رشحوا فرنجية فثار نصف ٨ اذار.
رشحوا عون فثار النصف الاخر.
و بتقلولي...  http://fb.me/WW2TWfwl ",[]
I posted a new photo to Facebook  http://fb.me/8fmGBGQN1 ,[]
"ملعب كرة القدم في مدينة كميل شمعون الرياضية قد يدخل كتاب غينيس للأرقام القياسية.
اكبر وقت استهلكه لصيانة العشب،...  http://fb.me/2sYxiHrkK ",[]
"بجو الزبالة يللي عالطرقات بيخطر على بالنا انه المستفيد الاول من هالوضع هني الجرادين، عايشين بنعيم.
الجرادين كمان...  http://fb.me/2wjjnBXy9 ",[]
وضاح صادق: أول قاعدة في عالم الأعمال هي أن يُدرك كل فرد طاقته وحجمه  http://fb.me/7zqEWS94z ,[]
 http://fb.me/36aZjJGgP ,[]
ArabAd | Its. Incredible  https://shar.es/1EwYX8  via @sharethis,[]
اكبر فضيحة ميلشياوية هي اعتصام اتحاد النقل البري ... و اكبر نكتة هي المطالبة باعادتها الى كنف الدولة!! على أساس...  http://fb.me/V2DOp21j ,[]
"الواقع يقول ان لبنان يجب ان يلعب في الدور الاول من اي بطولة كرة سلة اسيوية و يخرج..
المنطق يقول ان السلة...  http://fb.me/8ln6mpfHG ",[]
اذا لم يرشح سعد الحريري عون ، هل يعود الصحناوي الى مقولة : الستقبليون دواعش يرتدون ربطات عنق؟ سنعرف قريبا جدا!!!,[]
لاحراز بطولة دوري كرة القدم في لبنان يجب ان يمتلك النادي القرارت الادارية الصحيحة ، مع الرؤية الناضجة، مدير فني...  http://fb.me/TiJKihSr ,[]
للأسف هيك صار شعبنا يللي بيفتخر بثقافته و تعليمه و حضارته.  http://fb.me/3m1TY5ED2 ,[]
كلام من دهب يلخص حال مصر و العالم  https://youtu.be/nwUA1WbeKvU   http://fb.me/68UbdbBML ,[]
الرياضي بيروت... روح قتالية، فريق واحد ، تكامل في الأداء ، واحدة من اجمل مبارياته ضد بتروشيمي الإيراني و الطريق...  http://fb.me/5j69HsnnL ,[]
 http://fb.me/1frDMVfaT ,[]
"هذا ما كتبت منذ يومين...

سألني البعض لماذا تركت بعض التعليقات القاسية الحقودة ، بكل بساطة لأنها تبرهن وجهة...  http://fb.me/80GvKvVZK ",[]
"استغرب عندما يبكي البعض ابرياء حلب و يهلل لقتل ابرياء اليمن...
استغرب عندما يبكي البعض ابرياء اليمن و يهلل لقتل...  http://fb.me/2nJdA8W3Y ",[]
 http://fb.me/39AZpiu6r ,[]
 http://fb.me/RV62XuLd ,[]
 http://fb.me/7fHokXLiD ,[]
اسألوا كم سيخسر عصابات المافيا التي تتطوق مراكز المعاينات بخمسين الف ليرة خوة بالقوة تعرفون من يحرك سائقي العمومي.,[]
من شهر قامت قيامة بعض التابعين الطراطير اولاد الامس عندما وصفت  بعض جمهور الانصار و من قبله بعض جههور النجمة...  http://fb.me/6hsMGbP4g ,[]
 http://fb.me/uhMWS0Fs ,[]
 http://fb.me/1paC9Ieg8 ,[]
I posted a new photo to Facebook  http://fb.me/7pIDfbhMC ,[]
مارسيل غانم بكلام الناس مبارح اثبت وجهة نظري بتسييس تحرك السائقين العموميين ضد رفع تعرفة المعاينة الميكانيكية ١١...  http://fb.me/86VPl49q7 ,[]
بعد حرب ضروس تحت عنوان حقوق المسيحيين و الميثاقية ، و مقاطعة للحكومة و اتهامها بارتكاب الفظائع  و تدمير البلاد و...  http://fb.me/6mKoOD7P8 ,[]
تأهل العهد اللبناني الى نصف نهائي كأس الاتحاد الاسيوي بكرة القدم يؤكد ان الادارة الجيدة و بعض الامكانيات و...  http://fb.me/87XiORCf7 ,[]
مقالتي هذا الاسبوع في سوبر 1  http://fb.me/1nKlrUhyJ ,[]
السائقون العموميون في لبنان يحضرون للتحرك الثالث احتجاجا على مناقصة الميكانيك التي رفعت من التعرفة السنوية ١١...  http://fb.me/1oDbDJki1 ,[]
مقالتي في مجلة سوبر 1 الاسبوع الماضي.  http://fb.me/Ra2hlgbk ,[]
مقالتي في سوبر 1 الاسبوع الماضي.  http://fb.me/1wbEcBEna ,[]
ما بصدق شو عم شوف على ال otv هلأ . برنامج بعنوان Mr and Miss summer 2016. ما بصدق انو الاعلام المرئي اللبناني...  http://fb.me/8Or7YH4HE ,[]
 http://fb.me/4TvkYY6zD ,[]
 http://fb.me/1kLR7IFTl ,[]
انا وئام وهاب اليوم تذكر انه عنده ملفات سرقة و فساد ل ٩٥ بالمية من السياسيين؟؟ طب وين كان ضميره بالسنوات الطويلة...  http://fb.me/1xA3Nkhxk ,[]
"You can follow me on twitter @waddahsadek
On instagram waddahsadek .
يمكنكم متابعتي على التويتر @waddahsadek
و الانستغرام waddahsadek",[]
لا يمكن للمال ان يصنع فريق او يؤسس نادي. المال عامل مهم و لكن فقط ، و اشدد على كلمة فقط، اذا توفر القرار الصحيح...  http://fb.me/2vywR2XPq ,[]
بآخر سنة كنت كتير مرتاح و حتى فخور مرات وقت روح لانجاز معاملة بالامن العام. نسبة لكوننا دولة عالم ثالث ، مديرية...  http://fb.me/84FmnEWvI ,[]
"بعز الازمات يللي عايشينها ، ما قدرت الا فكر برفيق الحريري و بكل منطقية و وطنية و مش بعاطفية بس بواقعية.

رفيق...  http://fb.me/1w3QplR9U ",[]
ابن ال١٢ عاما أثبت انه اذكى من كل قياديي لبنان ...تعيشوا و تاكلوا غيرها󾌴󾌴󾌴󾌴󾌴,[]
 http://fb.me/1kEuKHMId ,[]
بعلمونا من نحنا و صغار انه الكلب وفي. بس تعلمت مع الوقت انه الكلب مش وفي بالمطلق. كان عندي كلاب وقت كنت انا يللي...  http://fb.me/Sx3HJPOe ,[]
في مطار بيروت الدولي يوجد خمس نقاط تفتيش عند مغادرتك البلاد، و اثنتين خارجه، و هذا مطمئن بالرغم من الازعاج و هدر...  http://fb.me/85bGlPpm3 ,[]
بعد ملاحظة صغيرة ، الشباب بالجديد، فينا نفسر اخطاء النقل و ضعف خبرة التعليق بس مش مقبول تحطوا الصورة و تخلوها كل...  http://fb.me/La5niBaE ,[]
بعتذر عن الوصف بس ما عم لاقي افضل... يا حيوانات ، اذا كسرتوا كراسي الملعب بتفشوا خلقكم او بتعترضوا على الربح يا...  http://fb.me/6sJKpL9Cd ,[]
بنهاية الشوط الثاني من مباراة الانصار و النجمة بنهائي كأس النخبة و الوصول الى الوقت الاضافي بنكمل بشوية ملاحظات:...  http://fb.me/871IlQhLt ,[]
 http://fb.me/1nRYL1jDZ ,[]
"شوية ملاحظات بعد نهاية الشوط الاول من مباراة الانصار و النجمة بنهائي كاس النخبة اللبناني:
فنيا، مع امكانية انه...  http://fb.me/3fjb5JXKx ",[]
 http://fb.me/836WYBJ0v ,[]
Hope to meet this guy one time.  http://fb.me/BKu0zWp7 ,[]
"نصيحة من عبد فقير هرب من الادارة الرياضية بسبب عبث السياسيين فيها بطلب من الادارات الرياضية للاسف.

نصيحة كلها...  http://fb.me/7UZ59nBrW ",[]
 http://fb.me/4WYOgzYVL ,[]
 http://fb.me/5tziiwkQX ,[]
 http://fb.me/87BlhuBUw ,[]
برأي كل لاعب من ليستر الانكليزي رفض عرض مغر للانضمام لنادي كبير بعقد مغر حيبكيً ندما !!!,[]
 http://fb.me/5Cjtn9smx ,[]
 http://fb.me/4QcWqT5Hc ,[]
I posted a new photo to Facebook  http://fb.me/4OvAjGwaz ,[]
فيجي ، كازاخستان ، فيتنام، تايبة و غيرهم من الدول الفقيرة صارت على لائحة الشرف بالاولمبياد و العرب بعدهم عم...  http://fb.me/81UKgguL5 ,[]
 http://fb.me/11Ie5iaeg ,[]
كل العرب ، يعني كم مئة مليون ، و كم الف ترليون دولار مع حكوماتن ، عم يحتفلو بشي كم برونزية و ذهبية راحت لكويتي مش...  http://fb.me/5P4ypiPIc ,[]
 http://fb.me/5gCEXIDOL ,[]
عميد الصحافة الرياضية يوسف برجاوي و استاذ لاجيال كاملة منها جيلي يتم تكريمه من قبل امير موناكو و اللجنة الاولمبية...  http://fb.me/2LV6PydY0 ,[]
It s only the beginning 󾭚󾭚󾭚󾭚,[]
